FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
2020,87176,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2181,ORZESZE,samorząd gminy,śląskie,mikołowski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Bezpłatny Informator Miejski \""Gazeta Orzeska\"""",""gazeta/biuletyn informacyjny"",""Urząd Miejski Orzesze"","""","""",""""
""strona internetowa UM Orzesze"",""strona internetowa"",""Urząd Miejski Orzesze"",""20 stycznia 2021 r."","""",""http://www.orzesze.pl/""
""fanpage na Facebooku - Miasto Orzesze"",""fanpage na Facebooku"",""Urząd Miejski Orzesze"",""13 maja 2024 r."","""",""https://www.facebook.com/MOrzesze/""
""fanpage na Facebooku – Gazeta Orzeska"",""fanpage na Facebooku"",""Urząd Miejski Orzesze"",""8 maja 2013 r."","""",""https://www.facebook.com/GazetaOrzeska/""
""kanał na YouTube"",""kanał na YouTube"",""Urząd Miejski Orzesze"",""8 maja 2018 r."","""",""https://www.youtube.com/c/MiastoOrzesze""
""Biuletyn Informacji Publicznej UM"",""Biuletyn Informacji Publicznej"",""Urząd Miejski Orzesze"",""powyżej 10 lat temu"","""",""http://bip.orzesze.pl/""
""Gospodarka Odpadami Komunalnymi"",""strona internetowa"",""Urząd Miejski Orzesze (Referat Odpadów Komunalnych)"",""maj 2014r."","""",""http://www.odpady.orzesze.pl/""
""fanpage MOK na Facebooku"",""fanpage na Facebooku"",""Miejski Ośrodek Kultury w Orzeszu"",""15 marca 2012 roku"","""",""https://www.facebook.com/mokorzesze""
""konto na portalu Instagram MOK"",""konto na Instagramie"",""Miejski Ośrodek Kultury w Orzeszu"",""marzec 2020"","""",""https://www.instagram.com/mok.orzesze/""
""strona internetowa MOK"",""strona internetowa"",""Miejski Ośrodek Kultury w Orzeszu"",""2017 roku"","""",""https://mok-orzesze.pl/""
""fanpage Miejskiej Biblioteki Publicznej na Facebooku"",""fanpage na Facebooku"",""Miejska Biblioteka Publiczna w Orzeszu"",""7 grudnia 2015r."","""",""http://www.facebook.com/mbporzesze""
""strona internetowa Miejskiej Biblioteki Publicznej"",""strona internetowa"",""Miejska Biblioteka Publiczna w Orzeszu"",""24 kwietnia 2013r."","""",""http://www.biblioteka.orzesze.pl/""
""fanpage Szkoły Podstawowej nr 1 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 1"",""17 marca 2017"","""",""https://www.facebook.com/profile.php?id=100057287935082&locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 1"",""strona internetowa"",""Szkoła Podstawowa nr 1"",""30 maj 2014"","""",""https://sp1orzesze.edupage.org/""
""fanpage Szkoły Podstawowej nr 2 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 2"",""9 stycznia 2017"","""",""https://www.facebook.com/SP2Orzesze?locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 2"",""strona internetowa"",""Szkoła Podstawowa nr 2"",""sierpień 2022"","""",""https://sp2orzesze.edupage.org/""
""fanpage Szkoły Podstawowej nr 3 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 3"",""7 kwietnia 2015"","""",""https://www.facebook.com/sp3orzesze?locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 3"",""strona internetowa"",""Szkoła Podstawowa nr 3"",""styczeń 2022"","""",""https://sp3orzesze.edupage.org/""
""fanpage Szkoły Podstawowej nr 4 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 4"",""22 września 2015"","""",""https://www.facebook.com/sp4.stusek.orzesze?locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 4"",""strona internetowa"",""Szkoła Podstawowa nr 4"",""11 marzec 2022"","""",""https://sp4orzesze.edupage.org/""
""fanpage Szkoły Podstawowej nr 5 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 5"",""27 stycznia 2016"","""",""https://www.facebook.com/sp5orzesze?locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 5"",""strona internetowa"",""Szkoła Podstawowa nr 5"",""20 stycznia 2021"","""",""https://www.orzesze.pl/index.php?c=page&id=471&s=4""
""fanpage Szkoły Podstawowej nr 6 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 6"",""11 maja 2016"","""",""https://www.facebook.com/profile.php?id=100057502806727&locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 6"",""strona internetowa"",""Szkoła Podstawowa nr 6"",""działa od 6 lat"","""",""https://www.sp6.orzesze.pl/""
""fanpage Szkoły Podstawowej nr 7 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 7"",""31 października 2015"","""",""https://www.facebook.com/g3orzesze/about_profile_transparency?locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 7"",""strona internetowa"",""Szkoła Podstawowa nr 7"",""20 stycznia 2021"","""",""https://www.orzesze.pl/p,81,szkola-podstawowa-nr-7""
""fanpage Szkoły Podstawowej nr 8 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 8"",""8 czerwca 2014"","""",""https://www.facebook.com/profile.php?id=100063836777099&locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 8"",""strona internetowa"",""Szkoła Podstawowa nr 8"",""20 stycznia 2021"","""",""https://www.orzesze.pl/p,82,szkola-podstawowa-nr-8""
""fanpage Szkoły Podstawowej nr 9 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 9"",""12 marca 2020"","""",""https://www.facebook.com/profile.php?id=100057293716027&locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 9"",""strona internetowa"",""Szkoła Podstawowa nr 9"",""3 września 2012"","""",""https://www.orzesze.pl/p,83,szkola-podstawowa-nr-9""
""fanpage Szkoły Podstawowej nr 10 na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 10"",""1 listopada 2019"","""",""https://www.facebook.com/profile.php?id=100057503046968&sk=about_profile_transparency&locale=pl_PL""
""strona internetowa Szkoły Podstawowej nr 10"",""strona internetowa"",""Szkoła Podstawowa nr 10"","""","""",""https://www.orzesze.pl/p,84,szkola-podstawowa-nr-10""
""strona internetowa Przedszkola nr 2"",""strona internetowa"",""Przedszkole nr 2"",""ok.7 lat"","""",""https://orzeszkowebrzdace.edupage.org/""
""strona internetowa Przedszkola nr 3"",""strona internetowa"",""Przedszkole nr 3"",""2015r."","""",""https://p3.orzesze.pl/""
""strona internetowa Przedszkola nr 6"",""strona internetowa"",""Przedszkole nr 6"",""13 lat"","""",""https://p6orzesze.edupage.org/""
""fanpage Przedszkola nr 7 na Facebooku"",""fanpage na Facebooku"",""Przedszkole nr 7"",""9 września 2016"","""",""https://www.facebook.com/profile.php?id=100057574206033&locale=pl_PL""
""fanpage Oddziału przedszkolnego Orzesze-Jaśkowice na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 4"",""22 września 2015"","""",""https://www.facebook.com/sp4.stusek.orzesze?locale=pl_PL""
""strona internetowa Oddziału przedszkolnego Orzesze-Jaśkowice"",""strona internetowa"",""Szkoła Podstawowa nr 4"",""11 marzec 2022 r."","""",""https://sp4orzesze.edupage.org/""
""fanpage Oddziału przedszkolnego Orzesze-Zazdrość na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 5"",""27 stycznia 2016"","""",""https://www.facebook.com/sp5orzesze?locale=pl_PL""
""fanpage Oddziału przedszkolnego Orzesze- Mościska na Facebooku"",""fanpage na Facebooku"",""Oddział przedszkolny Orzesze- Mościska"",""13 października 2015"","""",""https://www.facebook.com/profile.php?id=100057512407179&locale=pl_PL""
""fanpage Oddziału przedszkolnego Orzesze- Zgoń na Facebooku"",""fanpage na Facebooku"",""Szkoła Podstawowa nr 9"",""12 marca 2020"","""",""https://www.facebook.com/profile.php?id=100057293716027&locale=pl_PL""
""strona internetowa Oddziału przedszkolnego Orzesze- Zgoń"",""strona internetowa"",""Szkoła Podstawowa nr 9"",""3 września 2012"","""",""https://www.orzesze.pl/p,83,szkola-podstawowa-nr-9""
""fanpage Oddziału przedszkolnego Orzesze- Woszczyce na Facebooku"",""fanpage na Facebooku"",""Oddział przedszkolny Orzesze- Woszczyce"",""30 kwietnia 2020"","""",""https://www.facebook.com/people/Oddzia%C5%82-przedszkolny-przy-Szko%C5%82e-Podstawowej-nr-10-w-Orzeszu-Woszczycach/100063561968247/?rdid=6Sp""
""fanpage Miejskiego żłobka w Orzeszu na Facebooku"",""fanpage na Facebooku"",""Miejski żłobek w Orzeszu"",""31 lipca 2019"","""",""https://www.facebook.com/people/Miejski-%C5%BB%C5%82obek-w-Orzeszu/100070921746399/""
""Biuletyn Informacji Publicznej jednostek organizacyjnych"",""Biuletyn Informacji Publicznej"",""Placówki oświatowe, Miejski Ośrodek Pomocy Społecznej, Zakład Gospodarki Komunalnej i Mieszkaniowej, Miejski Ośrodek Kultury, Miejska Biblioteka Publiczna"","""","""",""http://jo.orzesze.bip.gmina.pl/"""
2032,87199,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2204,RADZIONKÓW,samorząd gminy,śląskie,tarnogórski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Kurier Radzionkowski"",""Biuletyn informacyjny"",""Urząd Miasta Radzionków"",""Styczeń 2009"","""",""https://www.radzionkow.pl/2-aktualnosci/183-kurier radzionkowski""
""Strona internetowa"",""Strona internetowa"",""Urząd Miasta Radzionków"",""1999"","""",""https://www.radzionkow.pl/index.php""
""Facebook"",""Portal społecznościowy"",""Urząd Miasta Radzionków"",""Marzec 2012"","""",""https://www.facebook.com/radzionkow/""
""Instagram"",""Portal społecznościowy"",""Urząd Miasta Radzionków"",""Październik 2017"","""",""https://www.instagram.com/miasto_radzionkow/""
""Facebook"","""",""Centrum Kultury \""Karolinka\"""",""10 marca 2013"","""",""https://www.facebook.com/centrumkulturykarolinka""
""Facebook"","""",""Centrum Kultury \""Karolinka\"" / Centrum Dokumentacji i Deportacji Górnoślązaków do ZSRR w 1945 roku"",""28 stycznia 2015"","""",""https://www.facebook.com/deportacje45""
""Instagram"","""",""Centrum Kultury \""Karolinka\"""",""15 września 2020"","""",""https://www.instagram.com/centrumkulturykarolinka/""
""Facebook"","""",""Miejska Biblioteka Publiczna"",""30 października 2023"","""",""https://www.facebook.com/profile.php?id=61553072484757&sk=about_details""
""Facebook"","""",""Miejski Ośrodek Sportu i Rekreacji"",""2010"","""",""http://www.facebook.com/MOSIRadzionkow""
""Instagram"","""",""Miejski Ośrodek Sportu i Rekreacji"",""6 grudnia 2019"","""",""https://instagram.com/mosirradzionkow_official""
""TIK TOK"","""",""Miejski Ośrodek Sportu i Rekreacji"",""16 stycznia 2024"","""",""https://instagram.com/mosirradzionkow_official""
""Facebook"","""",""Centrum Usług Społecznych"",""29 stycznia 2020"","""",""https://www.facebook.com/profile.php?id=100023966240840""
""Facebook"","""",""Szkoła Podstawowa Nr 1"",""2019"","""",""https://www.facebook.com/sp1radzionkow/?locale=pl_PL""
""Facebook"","""",""Szkoła Podstawowa Nr 2"",""20 marca 2012"","""",""https://www.facebook.com/sp2radzionkow/""
""Facebook"","""",""Szkoła Podstawowa Nr 4"",""22 kwietnia 2015"","""",""https://www.facebook.com/share/1EeHD161qY/""
""Liceum Ogólnokształcące"","""",""Liceum Ogólnokształcące"",""14 czerwca 2022"","""",""https://www.facebook.com/RadzionkowskieLiceum?locale=pl_PL"""
2035,87206,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2211,RYDUŁTOWY,samorząd gminy,śląskie,wodzisławski,PRAWDA,"""Gazetka \""Na Ratuszu\"" / Gazeta Miasta Rydułtowy - Bezpłatny informator"",""Gazeta"",""Urząd Miasta Rydułtowy, pracownik Wydziału Administracyjno - Organizacyjnego w Biurze ds. Stowarzyszeń i Promocji"",""od 2007 roku"","""",""https://rydultowy.pl/strona-4333-gazeta_na_ratuszu.html"""
2038,86249,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1254,SŁOMNIKI,samorząd gminy,małopolskie,krakowski,FAŁSZ,"""slomniki.pl"",""strona internetowa"",""Urząd Miejski w Słomnikach"","""","""",slomniki.pl
""Konto na Facebooku"",""konto na Facebooku"",""Urząd Miejski w Słomnikach"","""","""",
""Biuletyn informacyjny Miasta i Gminy Słomniki Głos Słomnik"",""biuletyn informacyjny"",""Urząd Miejski w Słomnikach"",""2020-01"","""",https://slomniki.pl/index.php/glos-slomnik"
2057,86147,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1152,GORLICE,samorząd gminy,małopolskie,gorlicki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Kurier Gorlicki"",""miejski biuletyn informacyjny"",""Urząd Miejski w Gorlicach"",""1993"",,""https://www.gorlice.pl/pl/305/0/kurier-gorlicki.html""
""Strona www Miasta Gorlice"",""portal miejski"",""Urząd Miejski w Gorlicach"",""brak danych"",,""https://www.gorlice.pl/""
""Profil na Facebooku Miasta Gorlice"",""media społecznościowe"",""Urząd Miejski w Gorlicach"",""2011"",,""https://www.facebook.com/Gorlice""
""Profil na Instagramie Miasta Gorlice"",""media społecznościowe"",""Urząd Miejski w Gorlicach"",""2018"",,""https://www.instagram.com/miastogorlice/""
""Profil na TikToku Miasta Gorlice"",""media społecznościowe"",""Urząd Miejski w Gorlicach"",""2022"",,""https://www.tiktok.com/@miastogorlice""
""Profil na YouTubie Miasta Gorlice"",""Serwis internetowy"",""Urząd Miejski w Gorlicach"",""2011"",,""https://www.youtube.com/user/UMGorlice/videos"""
2075,86065,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1070,SIERADZ,samorząd gminy,łódzkie,sieradzki,FAŁSZ,
2084,86602,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1607,ZIELONKA,samorząd gminy,mazowieckie,wołomiński,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Portal internetowy Miasta Zielonka"",""Portal internetowy"",""Urząd Miasta Zielonka"","""","""",""https://www.zielonka.pl/""
""Oficjalny profil Miasta Zielonka na portalu społecznościowym Facebook"",""Profil w mediach społecznościowych (Facebook)"",""Urząd Miasta Zielonka"","""","""",""https://www.facebook.com/Zielonka.Miasto""
""Moja Zielonka"",""Biuletyn miejski (gazeta)"",""Miejska Biblioteka Publiczna w Zielonce"",""2021"","""",""https://zielonka.pl/strona-3576-gazeta_moja_zielonka.html"""
2100,87624,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2629,RAWICZ,samorząd gminy,wielkopolskie,rawicki,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Gazeta Rawicka"",""gazeta"",""Gmina Rawicz"",""od ok. 1993"","""",""https://rawicz.pl/informator/gazeta-rawicka/"""
2101,85901,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-906,RZEPIN,samorząd gminy,lubuskie,słubicki,FAŁSZ,
2118,85329,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-334,BOGATYNIA,samorząd gminy,dolnośląskie,zgorzelecki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Biuletyn informacyjny miasta i gminy Bogatynia"",""biuletyn informacyjny"",""Wydział Rozwoju, Turystyki i Promocji"",""2009 r."","""",""https://bogatynia.pl/biuletyn-bogatynia""
""strona internetowa: bogatynia.pl"",""strona internetowa"",""Wydział Rozwoju, Turystyki i Promocji"",""2000 r."","""",""https://bogatynia.pl"""
2121,85866,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-871,DREZDENKO,samorząd gminy,lubuskie,strzelecko-drezdenecki,PRAWDA,"""Gazeta Drezdenecka"",""Gazeta"",""Referat Promocji, Sportu i Turystyki"",""2023"","""",""""
""Flesz Drezdenka"",""reportaż przeznaczony do publikacji w formie filmu"",""Referat Promocji, Sportu i Turystyki"",""2023"","""","""""
2122,86344,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1349,GLINOJECK,samorząd gminy,mazowieckie,ciechanowski,PRAWDA,"""Wieści Glinojecka"",""Gazeta"",""Urząd Miasta i Gminy Glinojeck"",""listopada 1993"",""nadal"",""https://www.glinojeck.net/asp/wiesci-glinojecka,18,.1"""
2128,86632,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1637,KOLONOWSKIE,samorząd gminy,opolskie,strzelecki,PRAWDA,"""COLONNOWSKA – Pismo Mieszkańców Gminy Kolonowskie"",""biuletyn informacyjny"",""Referat Organizacji Urzędu Miasta i Gminy Kolonowskie"",""1995"","""",""https://kolonowskie.pl/6843/strona-glowna.html"""
2131,87553,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2558,KRZYWIŃ,samorząd gminy,wielkopolskie,kościański,FAŁSZ,
2133,85573,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-578,ŁASIN,samorząd gminy,kujawsko-pomorskie,grudziądzki,PRAWDA,"""Goniec Ratuszowy"",""biuletyn informacyjny"",""UrzÄ…d Miasta i Gminy Å asin"",""2015"","""",""https://lasin.pl/89-Goniec_Ratuszowy.html"""
2138,87577,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2582,MIKSTAT,samorząd gminy,wielkopolskie,ostrzeszowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""profil na facebooku „Miasto i Gmina Mikstat”"",facebook,""Urząd Miasta i Gminy Mikstat, dział promocji"",2017,,""https://www.facebook.com/mig.mikstat/?locale=pl_PL""
""strona internetowa www.mikstat.pl"",""strona internetowa"",""Urząd Miasta i Gminy Mikstat, dział promocji"",2011,,""https://mikstat.pl/""
""Gazeta Mikstacka"",gazeta,""Urząd Miasta i Gminy Mikstat, dział promocji"",2016,,""https://mikstat.pl/gazeta-mikstacka/"""
2142,86464,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1469,OŻARÓW MAZOWIECKI,samorząd gminy,mazowieckie,warszawski zachodni,PRAWDA,"""Informator Ożarowski – Biuletyn Informacyjny Miasta i Gminy"",""Biuletyn Informacyjny"",""Gmina Ożarów Mazowiecki"",""1994"","""",https://ozarow-mazowiecki.pl/informator-ozarowski-i-media-lokalne/informator-ozarowski/"
2151,85912,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-917,SULĘCIN,samorząd gminy,lubuskie,sulęciński,PRAWDA,"""Sulęciński Magazyn Samorządowy"",""biuletyn informacyjny gazeta bezpłatna"",""Gmina Sulęcin"",""powyżej 10 lat"","""",""https://sulecin.pl/cms/3628/sulecinski_magazyn_samorzadowy"""
2162,86381,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1386,KAŁUSZYN,samorząd gminy,mazowieckie,miński,PRAWDA,"""…Kałuszyńskie"",""Biuletyn informacyjny"",""Biblioteka Publiczna w Kałuszynie"",""2000"",,""https://bibliotekakaluszyn.pl/biblioteka/p,11,kaluszynskie"""
2164,85375,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-380,KŁODZKO,samorząd gminy,dolnośląskie,kłodzki,,
2169,86429,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1434,MIŃSK MAZOWIECKI,samorząd gminy,mazowieckie,miński,PRAWDA,"""Gazeta Samorządowa """"MIM"""""",""Gazeta"",""Urząd Miasta Mińsk Mazowiecki"",""1991-10-18"","""",""https://www.minsk-maz.pl/1007,gazeta-mim"""
2184,86276,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1281,WADOWICE,samorząd gminy,małopolskie,wadowicki,FAŁSZ,"`wadowice.pl`,`strona internetowa`,`Wydział Promocji Urzędu Miejskiego w Wadowicach`,` `,` `,`https://wadowice.pl/`
`FB (lubiewadowice)`,`konto w mediach społecznościowych`,`Wydział Promocji Urzędu Miejskiego w Wadowicach`,` `,` `,`https://www.facebook.com/lubiewadowice/?locale=pl_PL`
`Instagram (wadowice_tuwszystkosiezaczelo)`,`konto w mediach społecznościowych`,`Wydział Promocji Urzędu Miejskiego w Wadowicach`,` `,` `,`https://www.instagram.com/wadowice_tuwszystkosiezaczelo/`"
2190,86103,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1108,ZELÓW,samorząd gminy,łódzkie,bełchatowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Informator Zelowski"",""biuletyn informacyjny"",""Urząd Miejski w Zelowie"",""od 1998 roku"",""jest prowadzone obecnie"",""https://zelow.pl/informator-zelowski-2/""
""zelow.pl"",""strona internetowa"",""Urząd Miejski w Zelowie"",""od 2003-2004 roku"",""jest prowadzone obecnie"",""https://zelow.pl/""
""Gmina Zelów"",""kanał na youtube"",""Urząd Miejski w Zelowie"",""od 15.07.2014 roku"",""jest prowadzone obecnie"",""https://www.youtube.com/@gminazelow3109""
""Gmina Zelów"",""fanpage na facebook"",""Urząd Miejski w Zelowie"",""od 24.03.2014 roku"",""jest prowadzone obecnie"",""https://www.facebook.com/gminazelow"""
2199,85373,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-378,KARPACZ,samorząd gminy,dolnośląskie,karkonoski,FAŁSZ,
2200,86424,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1429,MARKI,samorząd gminy,mazowieckie,wołomiński,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Marki.pl biuletyn"",""biuletyn informacyjny"",""Urząd Miasta Marki"","""","""",""https://www.marki.pl/351-biuletyn_miejski_markipl""
""Marecki Informacyjny System SMS (MISS)"",""system informacji SMS"",""Urząd Miasta Marki"","""","""",""https://www.marki.pl/3438-marecki_informacyjny_system_smsmiss""
""mMieszkaniec"",""aplikacja mobilna"",""Urząd Miasta Marki"","""","""",""""
""Marki.pl strona internetowa"",""strona internetowa"",""Urząd Miasta Marki"","""","""",""http://www.marki.pl/""
""Facebook Miasto Marki"",""media społecznościowe"",""Urząd Miasta Marki"","""","""",""https://www.facebook.com/markiwlaczsie/""
""X Miasto Marki"",""media społecznościowe"",""Urząd Miasta Marki"","""","""",""https://x.com/MiastoMarki""
""YouTube Markowe Miasto"",""media społecznościowe"",""Urząd Miasta Marki"","""","""",""https://www.youtube.com/@markowe0miasto""
""Instagram Miasto Marki"",""media społecznościowe"",""Urząd Miasta Marki"","""","""","""""
2201,86839,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1844,Augustów,samorząd gminy,podlaskie,augustowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Informator Miejski Augustów"",""gazeta"",""Urząd Miejski w Augustowie"","""","""",""""
""Augustów TV"",""telewizja internetowa"",""Urząd Miejski w Augustowie"",""2024-12-03"","""",""https://www.facebook.com/augustowtelewizja/,www.tiktok.com/@augustowtv,www.youtube.com/@AugustowTv""
""Augustów oficjalny profil Gminy Miasta Augustów"",""Profil na platformie Facebook"",""Urząd Miejski w Augustowie"",""2015-04-30"","""",""""
""Augustów_miasto"",""Profil na platformie Instagram"",""Urząd Miejski w Augustowie"",""2020-11-13"","""",""https://www.instagram.com/augustow_miasto/"""
2202,85338,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-343,CHOJNÓW,samorząd gminy,dolnośląskie,legnicki,PRAWDA,"""Gazeta Chojnowska"",""Dwutygodnik Informacyjny"",""Urząd Miejski w Chojnowie"",""1992"","""",""http://chojnowska.einformator.pl/index.php?strona=906"""
2217,87708,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2713,CHOCIWEL,samorząd gminy,zachodniopomorskie,stargardzki,PRAWDA,"""Chociwelski Informator Samorządowy"",""Gazeta"",""Urząd Miejski w Chociwlu"",""2015"",""-"",""https://chociwel.pl/informacje/kalendarz-2"""
2224,86331,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1336,DĄBRÓWKA,samorząd gminy,mazowieckie,wołomiński,FAŁSZ,
2226,85865,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-870,DOBIEGNIEW,samorząd gminy,lubuskie,strzelecko-drezdenecki,FAŁSZ,"""Ziemia Dobiegniewska"",""czasopismo"",""Urząd Miejski w Dobiegniewie"",""grudzień 2006"",""grudzień 2024"",""""
""www.dobiegniew.pl"",""inne - witryna internetowa"",""Urząd Miejski w Dobiegniewie"",""2000"","""",""www.dobiegniew.pl""
""Dobiegniew tu jest moje miejsce"",""inne - profil na portalu społecznościowym"",""Urząd Miejski w Dobiegniewie"","""","""","""""
2237,85461,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-466,ŚWIDNICA,samorząd gminy,dolnośląskie,świdnicki,FAŁSZ,
2238,86295,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1300,BABOSZEWO,samorząd gminy,mazowieckie,płoński,PRAWDA,"""Puls Raciąża, Baboszewa i okolic"",""Gazeta"",""Urząd Gminy Baboszewo"",""2016"",""2018"",""https://www.gminababoszewo.pl/905,puls-raciaza-baboszewa-i-okolic""
""Wieści z Baboszewa"",""Gazeta"",""Urząd Gminy Baboszewo"",""2019"","""",""https://www.gminababoszewo.pl/1216,wiesci-z-baboszewa"""
